Price,Make,Model,Year,Mileage,Engine_size,Fuel_type,Transmission,Drive,Body_type
18499,AUDI,A6,2016,50000,2,benzin,automatic,4x4,sedan
14400,FORD,MONDEO,2016,80000,2,hybrid,automatic,front,sedan
9499,CHEVROLET,CRUZE,2018,51000,1.4,benzin,automatic,front,sedan
43999,BMW,7 SERIES,2018,78000,2,hybrid,automatic,rear,sedan
9950,FORD,FUSION,2016,80000,2,hybrid,automatic,front,sedan
6350,SKODA,FABIA,2015,240000,1.4,diesel,manual,front,universal
17999,HYUNDAI,TUCSON,2017,105000,1.6,benzin,automatic,4x4,crossover
8499,FORD,FOCUS,2015,180000,1.5,diesel,manual,front,universal
10500,TOYOTA,AURIS,2016,166800,1.4,diesel,manual,front,universal
17400,FORD,KUGA,2020,13000,1.5,benzin,automatic,front,crossover
11200,RENAULT,GRAND SCENIC,2016,150223,1.4,diesel,manual,front,universal
21700,SKODA,SUPERB,2018,129200,2,diesel,automatic,front,sedan
10900,TOYOTA,AURIS,2016,166000,1.8,hybrid,automatic,front,universal
19999,TOYOTA,AVALON,2017,113945,2.5,hybrid,automatic,front,sedan
13300,RENAULT,SCENIC,2018,130945,1.5,diesel,automatic,front,minivan
12600,RENAULT,SCENIC,2016,95155,1.5,diesel,automatic,front,minivan
13500,RENAULT,SCENIC,2018,100270,1.5,diesel,automatic,front,minivan
12900,RENAULT,SCENIC,2018,141680,1.5,diesel,automatic,front,minivan
13000,RENAULT,SCENIC,2018,141990,1.5,diesel,automatic,front,minivan
38500,BMW,X5,2018,130000,2,diesel,automatic,4x4,crossover
33000,TOYOTA,LAND CRUISER PRADO,2015,50000,2.9,gas/benzin,automatic,4x4,suv
15500,BMW,5 SERIES,2015,70000,2,benzin,automatic,rear,sedan
42500,MERCEDES,GLE,2016,171000,3,diesel,automatic,4x4,suv
21570,SKODA,SUPERB,2018,129200,2,diesel,automatic,front,universal
35500,BMW,X3,2019,190000,2,diesel,automatic,4x4,crossover
16000,AUDI,A4,2016,300000,2,diesel,automatic,front,universal
18700,VOLKSWAGEN,PASSAT,2016,65000,1.4,benzin,automatic,front,sedan
34000,BMW,5 SERIES,2017,100000,2,diesel,automatic,rear,sedan
8999,DACIA,DUSTER,2015,135000,1.5,diesel,manual,front,universal
17999,RENAULT,KADJAR,2019,127000,1.5,diesel,automatic,front,crossover
24699,HYUNDAI,TUCSON,2020,30000,1.9,diesel,automatic,front,crossover
13599,HYUNDAI,IONIQ,2018,102000,1.5,hybrid,automatic,front,hatchback
23099,KIA,OPTIMA,2021,13000,1.9,hybrid,automatic,front,sedan
22599,KIA,NIRO,2020,41000,1.5,hybrid,automatic,front,crossover
9000,RENAULT,SCENIC,2015,148000,1.4,diesel,automatic,front,universal
17800,HONDA,CR-V,2015,134000,1.6,diesel,manual,front,minivan
15200,LEXUS,CT,2016,64000,1.7,hybrid,automatic,front,hatchback
14999,TOYOTA,PRIUS PRIME,2017,48120,1.8,hybrid,automatic,front,hatchback
13999,AUDI,A5,2015,58900,2,benzin,automatic,4x4,cabriolet
47999,BMW,X6,2015,120200,3,diesel,automatic,4x4,suv
8199,DACIA,LODGY,2015,168959,1.5,diesel,manual,front,universal
12700,RENAULT,GRAND SCENIC,2017,108215,1.5,diesel,manual,front,wagon
11999,RENAULT,TALISMAN,2016,165000,1.5,diesel,automatic,front,universal
59999,FORD,F-150,2018,29000,3.4,benzin,automatic,4x4,pickup
20899,TOYOTA,PRIUS PRIME,2019,24000,1.8,hybrid,cvt,front,hatchback
19500,KIA,SPORTAGE,2018,52000,2,benzin,automatic,4x4,crossover
17500,AUDI,Q5,2016,144000,2,benzin,automatic,4x4,suv
20000,MERCEDES,V-CLASS,2015,200000,2.2,diesel,automatic,rear,minivan
15500,RENAULT,KADJAR,2018,159000,1.4,diesel,automatic,front,crossover
13800,RENAULT,KADJAR,2018,154325,1.5,diesel,automatic,front,crossover
31999,SKODA,SUPERB,2021,15000,2,benzin,automatic,front,sedan
13800,HYUNDAI,SONATA,2015,165000,1.9,hybrid,automatic,front,sedan
10990,FORD,C-MAX,2016,209000,1.5,diesel,automatic,front,hatchback
9700,DACIA,DUSTER,2017,137333,1.5,diesel,manual,front,crossover
10500,SKODA,OCTAVIA,2017,188,1.4,gas/benzin,automatic,front,universal
13000,MERCEDES,B CLASS,2015,135000,1.4,diesel,manual,front,minivan
17900,VOLKSWAGEN,GOLF,2015,42000,2,benzin,manual,front,hatchback
29800,BMW,5 SERIES,2017,180000,2,diesel,automatic,rear,sedan
9300,CHEVROLET,CRUZE,2016,96000,1.4,benzin,automatic,front,sedan
14999,SKODA,OCTAVIA,2015,99000,1.5,diesel,automatic,front,sedan
9499,TOYOTA,PRIUS,2015,138000,1.8,hybrid,automatic,front,hatchback
18500,FORD,FUSION,2019,77000,1.9,hybrid,automatic,front,sedan
15250,HYUNDAI,TUCSON,2017,44000,1.6,benzin,automatic,4x4,crossover
7890,VOLKSWAGEN,JETTA,2016,125121,1.4,benzin,automatic,front,sedan
7199,RENAULT,MEGANE,2015,1212121,1.5,diesel,manual,front,hatchback
13699,OPEL,ZAFIRA,2017,64367,1.3,benzin,automatic,front,minivan
3800,DACIA,LOGAN,2016,178000,1.2,gas/benzin,manual,front,sedan
8400,TOYOTA,PRIUS C,2016,116000,1.5,hybrid,automatic,front,hatchback
17900,BMW,4 SERIES,2016,88000,2,benzin,automatic,rear,sedan
8000,RENAULT,MEGANE,2017,74000,1.6,gas/benzin,manual,front,sedan
39500,PORSCHE,CAYENNE,2016,117000,2.9,hybrid,automatic,4x4,crossover
55000,MERCEDES,GLS КЛАСС,2018,43000,3,benzin,automatic,4x4,suv
14450,SUZUKI,VITARA,2016,55000,1.6,benzin,automatic,4x4,crossover
22950,LAND ROVER,DISCOVERY SPORT,2016,83000,2.2,diesel,automatic,4x4,crossover
24950,PEUGEOT,508,2020,15000,2,diesel,automatic,front,sedan
12750,SUZUKI,S-CROSS,2016,91000,1.6,gas/benzin,automatic,4x4,crossover
20299,SKODA,SUPERB,2016,160241,2,diesel,automatic,front,sedan
16399,HYUNDAI,I40,2016,134244,1.7,diesel,automatic,front,sedan
6500,RENAULT,CLIO,2015,79000,1.2,benzin,manual,front,convertible
14600,FORD,MONDEO,2017,190000,1.4,diesel,manual,front,universal
23000,AUDI,A4,2018,34000,1.9,diesel,automatic,front,sedan
11850,SKODA,OCTAVIA,2017,117000,1,benzin,automatic,front,hatchback
15250,MERCEDES,GLA,2015,38500,2,benzin,automatic,4x4,crossover
13100,TOYOTA,PRIUS PRIME,2017,58300,1.8,hybrid,cvt,front,hatchback
28200,BMW,7 SERIES,2018,45830,3,benzin,automatic,4x4,sedan
24600,HYUNDAI,SANTA FE,2021,4400,1.6,hybrid,automatic,4x4,crossover
17500,MAZDA,CX-5,2015,175000,2.2,diesel,automatic,4x4,suv
14450,HYUNDAI,ELANTRA,2021,196,1.6,hybrid,automatic,front,sedan
11600,VOLKSWAGEN,JETTA,2016,42000,1.8,benzin,automatic,front,sedan
24300,SUBARU,OUTBACK,2020,14400,2.4,benzin,automatic,4x4,universal
81000,GMC,YUKON,2019,694,6.2,benzin,automatic,4x4,suv
8399,FORD,FOCUS,2015,163000,1.4,diesel,manual,front,universal
13200,VOLKSWAGEN,PASSAT,2015,190000,1.6,diesel,manual,front,universal
10450,FORD,ECOSPORT,2015,99076,1,benzin,manual,front,crossover
7550,DACIA,LOGAN MCV,2016,150321,1.5,diesel,manual,front,universal
13850,RENAULT,KADJAR,2016,184421,1.5,diesel,automatic,front,crossover
34500,LEXUS,RX,2017,52000,2,benzin,automatic,4x4,suv
36999,LAND ROVER,RANGE ROVER SPORT,2015,181000,3,diesel,automatic,4x4,suv
12190,TOYOTA,PRIUS,2016,120500,1.7,hybrid,automatic,front,hatchback
7999,FIAT,500,2015,85000,1.4,benzin,automatic,front,hatchback
16800,RENAULT,KADJAR,2017,127000,1.5,diesel,automatic,front,crossover
12500,OPEL,MOKKA,2015,155,1.4,gas/benzin,automatic,front,crossover
14900,HONDA,HR-V,2016,57000,1.8,benzin,automatic,front,crossover
9500,DACIA,DUSTER,2016,145000,1.5,diesel,manual,4x4,suv
11600,DACIA,DUSTER,2020,37000,1.5,diesel,manual,front,crossover
12700,RENAULT,TALISMAN,2016,210000,1.6,diesel,automatic,front,sedan
12599,KIA,OPTIMA,2016,67000,1.6,benzin,robot,front,sedan
16500,HYUNDAI,SONATA,2016,65800,2,hybrid,automatic,front,sedan
22500,AUDI,A4,2017,150000,2,diesel,automatic,front,universal
9999,VOLKSWAGEN,JETTA,2016,10599,1.4,benzin,automatic,front,suv
10800,RENAULT,TALISMAN,2017,185400,1.5,diesel,automatic,front,sedan
28900,BMW,X5,2015,138000,2,diesel,automatic,4x4,crossover
12000,DACIA,DUSTER,2017,11500,1.5,diesel,manual,4x4,suv
25900,TOYOTA,SIENNA,2021,1500,2.5,hybrid,automatic,front,minivan
11600,CHEVROLET,VOLT,2017,58100,1.5,hybrid,automatic,front,hatchback
17000,HONDA,CR-V,2018,33300,1.5,benzin,automatic,front,crossover
12600,HONDA,CLARITY,2020,17300,1.5,hybrid,automatic,front,hatchback
27500,AUDI,Q5,2017,115000,1.9,benzin,automatic,4x4,crossover
10000,DACIA,DOKKER VAN,2019,18000,1.5,diesel,manual,front,convertible
14500,MERCEDES,C CLASS,2015,52300,2,hybrid,automatic,rear,sedan
29000,TOYOTA,RAV4,2020,7632,2.5,hybrid,automatic,4x4,crossover
13600,FORD,EDGE,2017,43600,2,benzin,automatic,4x4,crossover
14880,TOYOTA,AVENSIS,2017,165000,1.8,benzin,automatic,front,universal
18000,TOYOTA,CAMRY,2018,62600,2.5,benzin,automatic,front,sedan
12900,MITSUBISHI,ECLIPSE CROSS,2018,26500,1.5,benzin,automatic,4x4,crossover
40200,AUDI,S5,2020,16300,3,benzin,automatic,4x4,coupe
12900,HONDA,ACCORD,2016,34000,2,hybrid,automatic,front,sedan
16200,INFINITI,QX SERIES,2018,60000,2,benzin,automatic,front,crossover
10000,LEXUS,CT,2015,104600,1.8,hybrid,automatic,front,hatchback
3100,DACIA,LOGAN,2016,199003,1.2,gas/benzin,manual,front,sedan
14200,LINCOLN,MKZ,2017,62000,2,benzin,automatic,4x4,sedan
10900,FORD,FUSION,2016,72500,2,benzin,automatic,front,sedan
22400,CHEVROLET,IMPALA,2019,54400,2.5,benzin,automatic,front,sedan
31200,ACURA,MDX,2019,15730,3,hybrid,automatic,4x4,crossover
10999,TOYOTA,AURIS,2017,173774,1.4,diesel,manual,front,hatchback
20000,LINCOLN,MKZ,2016,78000,2,hybrid,automatic,front,sedan
15200,HONDA,CIVIC,2019,22000,1.5,benzin,automatic,front,sedan
10799,VOLKSWAGEN,CADDY,2015,296897,2,gas/benzin,manual,front,universal
15299,MITSUBISHI,ASX,2019,52000,2,benzin,automatic,4x4,crossover
16499,MERCEDES,E-CLASS,2015,183920,1.8,gas/benzin,automatic,rear,sedan
32499,TOYOTA,CAMRY,2021,747,2.4,hybrid,automatic,front,sedan
12000,FORD,ESCAPE,2016,110000,1.5,benzin,automatic,4x4,crossover
13200,MAZDA,6,2015,72800,2.5,benzin,automatic,front,sedan
62490,AUDI,Q7,2017,68000,3,diesel,automatic,4x4,suv
35499,BMW,X5,2015,137178,2,hybrid,automatic,4x4,crossover
8599,FIAT,500,2015,62148,1,electric,automatic,front,hatchback
14000,LEXUS,CT,2015,146000,1.8,hybrid,cvt,front,hatchback
17950,PEUGEOT,3008,2018,160000,1.5,diesel,automatic,front,crossover
12500,RENAULT,KADJAR,2017,63000,1.2,benzin,manual,front,crossover
14300,SKODA,OCTAVIA,2017,170000,1.3,benzin,manual,front,sedan
8000,DACIA,LODGY,2016,101000,1.5,diesel,manual,front,universal
20000,HONDA,CR-V,2016,101000,1.6,diesel,automatic,4x4,crossover
12500,TOYOTA,PRIUS,2016,27000,1.7,hybrid,automatic,front,hatchback
29900,GMC,TERRAIN,2019,2000,1.9,benzin,automatic,4x4,crossover
19300,VOLKSWAGEN,GOLF,2018,32300,2,benzin,automatic,4x4,hatchback
14200,TOYOTA,CAMRY,2018,95500,2.5,hybrid,automatic,front,sedan
41000,PORSCHE,CAYENNE,2018,33600,3.6,benzin,automatic,4x4,crossover
18100,MINI,COOPER S,2020,950,2,benzin,automatic,front,hatchback
8000,TOYOTA,AURIS,2016,131000,1.4,diesel,manual,front,universal
18200,MERCEDES,C CLASS,2017,44400,2,benzin,automatic,rear,sedan
10700,MAZDA,CX-3,2017,36100,2,benzin,automatic,front,hatchback
12300,LEXUS,IS,2015,80000,2.5,benzin,automatic,4x4,sedan
22000,JAGUAR,F-PACE,2018,22800,2,diesel,automatic,4x4,crossover
38600,BMW,X5,2020,10000,3,hybrid,automatic,4x4,crossover
26500,AUDI,S3,2018,38500,2.5,benzin,automatic,4x4,sedan
19500,AUDI,Q5,2015,109,1.9,benzin,automatic,4x4,suv
19900,AUDI,Q5,2015,88,1.9,benzin,automatic,4x4,suv
14960,HYUNDAI,SONATA,2021,18776,2,hybrid,automatic,front,sedan
10399,RENAULT,MEGANE,2017,167,1.4,diesel,automatic,front,universal
55500,BMW,5 SERIES,2021,30000,1.9,diesel,automatic,rear,sedan
14999,RENAULT,KADJAR,2017,80000,1.5,diesel,manual,front,crossover
29900,MERCEDES,E-CLASS,2016,53000,1.9,diesel,automatic,rear,sedan
9500,OPEL,ASTRA,2017,35000,1.4,benzin,manual,front,hatchback
12000,MINI,COOPER,2015,41000,1.4,benzin,automatic,front,hatchback
12450,DACIA,DUSTER,2020,53333,1.5,diesel,manual,front,crossover
18000,HONDA,CR-V,2015,169000,1.6,diesel,automatic,4x4,crossover
23999,SKODA,SUPERB,2018,193000,1.9,diesel,automatic,4x4,sedan
18900,AUDI,Q5,2015,80000,1.9,benzin,automatic,4x4,crossover
9400,TOYOTA,AURIS,2015,142580,1.4,diesel,manual,front,universal
24999,LEXUS,UX,2019,13500,2,hybrid,automatic,4x4,crossover
10750,TOYOTA,PRIUS,2017,168199,1.8,hybrid,automatic,front,hatchback
14900,HONDA,ACCORD,2021,12736,1.5,benzin,automatic,front,sedan
18000,MERCEDES,C CLASS,2019,17315,2,benzin,automatic,rear,sedan
12400,TOYOTA,AURIS,2015,167000,1.7,hybrid,manual,front,universal
13999,LEXUS,CT,2015,83000,1.8,hybrid,automatic,front,hatchback
15600,TOYOTA,PRIUS PRIME,2018,23,1.7,hybrid,automatic,front,hatchback
13500,FORD,FUSION,2015,170000,2,hybrid,automatic,front,sedan
26800,VOLKSWAGEN,TIGUAN,2019,59000,2,benzin,automatic,4x4,suv
94499,MERCEDES,GLE,2020,24000,3,benzin,automatic,4x4,coupe
32999,VOLVO,XC 90,2015,128000,2,benzin,automatic,4x4,crossover
21000,AUDI,A6,2015,86000,2,benzin,automatic,4x4,sedan
10500,TOYOTA,AURIS,2016,166500,1.4,diesel,manual,front,universal
16500,RENAULT,ESPACE,2016,120000,1.6,diesel,automatic,front,minivan
10500,TOYOTA,AURIS,2016,166500,1.4,diesel,manual,front,universal
13500,FORD,FUSION,2017,88000,2,hybrid,cvt,front,sedan
12999,TOYOTA,AVENSIS,2016,178112,1.6,diesel,manual,front,sedan
7900,RENAULT,MEGANE,2015,211456,1.5,diesel,manual,front,universal
18000,KIA,SPORTAGE,2018,25000,1.6,benzin,automatic,front,crossover
7299,SEAT,IBIZA,2015,205524,1.4,diesel,manual,front,universal
20000,LEXUS,IS,2015,69662,2,benzin,automatic,rear,sedan
21499,TOYOTA,RAV4,2016,208000,2.5,hybrid,automatic,4x4,crossover
34500,VOLVO,XC 60,2018,168000,2,diesel,automatic,4x4,crossover
20699,FORD,FUSION,2019,4951,2,benzin,automatic,4x4,sedan
27499,BMW,5 SERIES,2017,33899,2,benzin,automatic,rear,sedan
17999,VOLKSWAGEN,JETTA,2019,41129,1.4,benzin,automatic,front,sedan
35700,BMW,X6,2015,126000,3,benzin,automatic,4x4,crossover
27499,LEXUS,NX,2015,96673,2.5,hybrid,automatic,4x4,crossover
23500,BMW,X3,2015,184000,1.9,diesel,automatic,4x4,suv
13599,DACIA,DUSTER,2018,157440,1.5,diesel,manual,4x4,crossover
10000,DACIA,DOKKER VAN,2019,19000,1.5,diesel,manual,front,convertible
13131,NISSAN,QASHQAI,2017,154500,1.5,diesel,manual,front,crossover
29999,LAND ROVER,RANGE ROVER EVOQUE,2018,41000,2,diesel,automatic,4x4,suv
15999,HYUNDAI,TUCSON,2017,54444,1.6,benzin,automatic,4x4,crossover
9950,TOYOTA,AURIS,2016,168000,1.4,diesel,manual,front,sedan
17200,HYUNDAI,CRETA,2020,8540,1.5,benzin,automatic,front,crossover
16299,HYUNDAI,TUCSON,2018,62000,1.6,benzin,automatic,front,suv
33000,MERCEDES,C CLASS,2015,90000,1.9,benzin,automatic,rear,sedan
12100,HYUNDAI,SONATA,2015,81000,1.9,benzin,automatic,front,sedan
14300,BMW,X3,2015,249500,2,diesel,manual,rear,crossover
29990,VOLVO,XC 90,2015,183000,2,diesel,automatic,4x4,crossover
22950,LAND ROVER,DISCOVERY SPORT,2016,83000,2.2,diesel,automatic,4x4,suv
12700,DACIA,DUSTER,2017,21000,1.4,diesel,automatic,front,suv
17000,CHEVROLET,CAPTIVA,2017,151000,2.2,diesel,automatic,4x4,crossover
9000,HYUNDAI,I40,2015,170000,1.6,diesel,automatic,front,universal
17199,TOYOTA,AVALON,2016,48000,2.5,hybrid,automatic,front,sedan
14490,RENAULT,TALISMAN,2016,149592,1.5,diesel,manual,front,universal
14500,SKODA,OCTAVIA,2016,1,1.9,diesel,automatic,4x4,sedan
42999,AUDI,A6,2019,41294,2,diesel,automatic,front,sedan
10999,SKODA,OCTAVIA,2017,119958,1.3,gas/benzin,automatic,front,sedan
15999,HYUNDAI,TUCSON,2016,76000,1.5,benzin,automatic,4x4,crossover
16000,FORD,FUSION,2018,30600,2,hybrid,automatic,front,sedan
14200,FORD,FUSION,2015,94000,2,hybrid,automatic,front,sedan
12799,SKODA,OCTAVIA,2015,216552,1.6,diesel,automatic,front,universal
35000,BMW,X3,2020,33000,2,benzin,automatic,rear,suv
15300,RENAULT,KADJAR,2018,78000,1.5,diesel,automatic,front,crossover
13500,RENAULT,TALISMAN,2018,154930,1.5,diesel,automatic,front,sedan
15100,FORD,KUGA,2017,115200,1.5,diesel,manual,front,crossover
19950,NISSAN,X-TRAIL,2017,141970,2,diesel,automatic,front,suv
13500,RENAULT,SCENIC,2018,100270,1.5,diesel,automatic,front,microvan
16250,FORD,KUGA,2019,161185,1.5,diesel,manual,front,crossover
14600,RENAULT,KADJAR,2018,160385,1.5,diesel,automatic,front,crossover
15550,NISSAN,QASHQAI,2018,117665,1.5,diesel,manual,front,crossover
7800,RENAULT,MEGANE,2015,155000,1.4,diesel,automatic,front,universal
11750,FORD,TOURNEO CONNECT,2016,192000,1.5,diesel,automatic,front,microvan
6850,SKODA,FABIA,2016,157200,1.4,diesel,manual,front,universal
17000,TOYOTA,C-HR,2017,38000,1.1,benzin,automatic,4x4,crossover
32499,MERCEDES,E-CLASS,2018,96814,2.2,diesel,automatic,rear,sedan
10500,TOYOTA,AURIS,2016,166800,1.4,diesel,manual,front,universal
26999,VOLVO,S90,2017,75805,2,diesel,automatic,front,sedan
12600,TOYOTA,AURIS,2015,144000,1.8,hybrid,automatic,front,universal
26699,LEXUS,ES,2018,41081,2.5,hybrid,automatic,front,sedan
7999,RENAULT,CLIO,2015,124000,1.5,diesel,automatic,front,universal
7999,RENAULT,CLIO4,2015,124000,1.5,diesel,automatic,front,universal
13600,RENAULT,KADJAR,2017,179000,1.5,diesel,automatic,front,minivan
9400,TOYOTA,AURIS,2015,142580,1.4,diesel,manual,front,universal
39999,PORSCHE,CAYENNE,2015,94125,3,hybrid,automatic,4x4,crossover
10500,TOYOTA,AURIS,2016,166800,1.4,diesel,manual,front,universal
7299,SKODA,FABIA,2015,153569,1.4,diesel,manual,front,universal
34000,BMW,X5,2017,150000,2,hybrid,automatic,4x4,crossover
35900,BMW,X4,2017,43000,1.9,diesel,automatic,4x4,crossover
25500,MAZDA,CX-5,2017,46000,2,benzin,automatic,4x4,crossover
22200,TOYOTA,RAV4,2016,109000,2.5,hybrid,automatic,4x4,crossover
11200,RENAULT,SCENIC,2017,147000,1.5,diesel,manual,front,crossover
13999,RENAULT,KADJAR,2017,140000,1.5,diesel,automatic,front,crossover
19500,HYUNDAI,TUCSON,2017,112000,1.6,benzin,automatic,4x4,crossover
13700,PEUGEOT,2008,2019,107500,1.5,diesel,automatic,front,universal
8890,RENAULT,MEGANE,2017,51270,1.6,benzin,manual,front,sedan
17900,PEUGEOT,3008,2019,141000,1.5,diesel,automatic,front,crossover
12990,BMW,2 SERIES,2016,203000,1.5,diesel,automatic,front,universal
18190,PEUGEOT,5008,2018,100091,1.5,diesel,automatic,front,crossover
20000,HYUNDAI,TUCSON,2019,39000,1.6,benzin,automatic,4x4,crossover
17690,NISSAN,QASHQAI,2018,115000,1.6,diesel,automatic,front,crossover
17690,PEUGEOT,3008,2018,132566,1.5,diesel,automatic,4x4,crossover
13190,SUBARU,CROSSTREK,2015,67000,2,hybrid,automatic,4x4,crossover
10190,TOYOTA,AURIS,2015,137700,1.4,diesel,manual,front,hatchback
9450,TOYOTA,AURIS,2015,143000,1.4,diesel,manual,front,sedan
7890,RENAULT,CLIO,2016,1,1.5,diesel,automatic,front,universal
14999,SKODA,OCTAVIA,2017,167418,1.6,diesel,automatic,front,universal
7190,FORD,FIESTA,2016,159261,1.5,diesel,manual,front,hatchback
6550,SKODA,FABIA,2015,172500,1.4,diesel,manual,front,universal
17000,MERCEDES,C CLASS,2016,194000,1.6,diesel,automatic,rear,sedan
99000,PORSCHE,PANAMERA,2017,71896,3,benzin,automatic,4x4,sedan
16999,PEUGEOT,3008,2018,131000,1.5,diesel,automatic,front,suv
12999,TOYOTA,AVENSIS,2016,250432,2,diesel,manual,front,universal
11999,FORD,FUSION,2015,129868,2,benzin,automatic,4x4,sedan
14899,VOLVO,V60,2015,186773,2.4,hybrid,automatic,4x4,universal
11999,RENAULT,MEGANE,2017,186281,1.5,diesel,manual,front,universal
13700,NISSAN,KICKS,2018,20000,1.5,benzin,automatic,front,suv
28999,SKODA,SUPERB,2018,43000,2,benzin,automatic,4x4,sedan
25499,MERCEDES,E-CLASS,2016,12351,2,benzin,automatic,rear,sedan
13299,MERCEDES,B CLASS,2015,214719,1.5,diesel,automatic,front,hatchback
17900,BMW,X1,2016,222000,1.9,diesel,automatic,4x4,crossover
25450,SKODA,KODIAQ,2019,51964,2,benzin,automatic,4x4,crossover
13199,FORD,TOURNEO CONNECT,2016,108744,1.5,diesel,manual,front,microvan
31999,BMW,5 SERIES,2018,147392,2,hybrid,automatic,rear,sedan
16800,BMW,5 SERIES,2015,111111,2,benzin,automatic,4x4,sedan
13800,HONDA,CIVIC,2018,51000,1.5,benzin,automatic,front,coupe
13999,SKODA,OCTAVIA,2016,201192,1.6,diesel,automatic,front,universal
37950,TOYOTA,HILUX,2020,11379,2.3,diesel,automatic,4x4,crossover
49999,TOYOTA,LAND CRUISER PRADO,2019,62778,2.8,diesel,automatic,4x4,suv
11499,CHEVROLET,TRAX,2019,16710,1.4,benzin,automatic,front,crossover
14299,DACIA,DUSTER,2018,69129,1.5,diesel,manual,4x4,crossover
24499,MERCEDES,VITO,2016,246792,2.2,diesel,automatic,rear,minivan
17899,KIA,CARNIVAL,2016,170000,2.1,diesel,automatic,front,minivan
27399,HYUNDAI,SANTA FE,2018,125000,2.1,diesel,automatic,4x4,suv
26899,HYUNDAI,SANTA FE,2020,18000,1.9,diesel,automatic,front,suv
29099,HYUNDAI,SANTA FE,2019,53000,2.1,diesel,automatic,front,suv
29399,MERCEDES,E-CLASS,2017,64000,1.9,diesel,automatic,rear,sedan
20999,KIA,SORENTO,2017,100000,1.9,diesel,automatic,front,suv
19699,MERCEDES,E-CLASS,2015,140000,2.1,diesel,automatic,rear,sedan
17799,KIA,CARNIVAL,2016,189000,2.1,diesel,automatic,front,minivan
34399,KIA,SORENTO,2020,20000,2.1,diesel,automatic,front,suv
24799,HYUNDAI,SANTA FE,2018,87000,1.9,diesel,automatic,front,suv
47499,KIA,STINGER,2021,5000,3.3,benzin,automatic,4x4,hatchback
25099,KIA,NIRO,2018,22000,1,electric,automatic,front,crossover
30799,BMW,5 SERIES,2017,112000,1.9,diesel,automatic,rear,sedan
22799,SSANGYONG,REXTON,2017,93000,2.1,diesel,automatic,4x4,suv
22699,KIA,OPTIMA,2020,47000,1.9,benzin,automatic,front,sedan
10300,VOLKSWAGEN,CADDY,2017,225000,1.3,gas/benzin,automatic,front,minivan
11000,VOLKSWAGEN,CADDY,2016,77500,2,diesel,manual,front,wagon
30500,BMW,5 SERIES,2017,94000,2,diesel,automatic,rear,sedan
8600,DACIA,LODGY,2017,122500,1.4,diesel,manual,front,universal
15700,TOYOTA,CAMRY,2018,45000,2.5,benzin,automatic,front,sedan
18900,AUDI,A4,2016,235000,1.9,diesel,automatic,4x4,universal
12000,TOYOTA,VERSO,2016,131786,1.6,diesel,manual,front,microvan
16800,SKODA,OCTAVIA,2019,50200,1.6,diesel,manual,front,universal
29999,HYUNDAI,TUCSON,2021,8000,2,benzin,automatic,4x4,crossover
9400,TOYOTA,AURIS,2015,142580,1.4,diesel,manual,front,universal
16999,SKODA,SUPERB,2015,173720,1.6,diesel,automatic,front,universal
40999,MERCEDES,E-CLASS,2016,130441,2,diesel,automatic,rear,sedan
12500,NISSAN,QASHQAI,2015,215000,1.5,diesel,manual,front,crossover
25800,SKODA,SUPERB,2018,126000,2,diesel,automatic,4x4,sedan
12300,CITROEN,C4 PICASSO,2016,210000,1.6,diesel,automatic,front,minivan
12300,SKODA,OCTAVIA,2016,98700,1.2,benzin,manual,front,sedan
22950,LAND ROVER,DISCOVERY SPORT,2016,83000,2.2,diesel,automatic,4x4,crossover
24950,PEUGEOT,508,2020,15000,2,diesel,automatic,front,sedan
14450,SUZUKI,VITARA,2016,55000,1.6,benzin,automatic,4x4,suv
19500,AUDI,A4,2018,170000,2,diesel,automatic,front,universal
11900,RENAULT,MEGANE,2019,18000,1.3,benzin,manual,front,sedan
19500,AUDI,A4,2016,103000,2,benzin,automatic,front,sedan
16999,SKODA,SUPERB,2015,173720,1.6,diesel,automatic,front,universal
16900,AUDI,A3 E-TRON,2015,172000,1.4,hybrid,automatic,front,hatchback
13850,FORD,EDGE,2015,142000,2,benzin,automatic,4x4,suv
34500,MERCEDES,GLC,2017,66000,2.1,diesel,automatic,4x4,crossover
27499,TOYOTA,AVALON,2019,91283,2.5,hybrid,automatic,front,sedan
14000,RENAULT,KADJAR,2016,177000,1.5,diesel,robot,front,crossover
3550,DACIA,LOGAN MCV,2015,170000,1.2,gas/benzin,manual,front,universal
12300,RENAULT,KADJAR,2015,160500,1.5,diesel,automatic,front,crossover
13499,VOLKSWAGEN,CADDY,2016,137646,1.4,gas/benzin,manual,front,minivan
19499,TOYOTA,C-HR,2018,154350,1.8,hybrid,automatic,front,crossover
58900,MERCEDES,S CLASS,2017,100000,3,diesel,automatic,4x4,sedan
8888,SKODA,FABIA,2017,126000,1.4,diesel,automatic,front,convertible
6800,PEUGEOT,PARTNER,2016,165000,1.5,diesel,manual,front,wagon
49999,MERCEDES,S CLASS,2016,99000,3,diesel,automatic,rear,sedan
11900,RENAULT,SCENIC,2017,151000,1.4,diesel,manual,front,sedan
10800,VOLKSWAGEN,JETTA,2017,49000,1.4,benzin,automatic,front,sedan
18950,KIA,SPORTAGE,2016,126000,1.9,diesel,automatic,4x4,crossover
26999,MERCEDES,GLC,2017,70000,1.9,benzin,automatic,4x4,crossover
7499,RENAULT,MEGANE,2015,140000,1.5,diesel,manual,front,universal
